0,1,2,3,4,5,6,7,8,9,10,11
2754,134,29,175,-48,543,212,68,350,1,30,5
2662,105,5,30,-3,1211,234,140,1731,3,20,5
3069,293,16,480,140,5904,235,202,1507,1,29,2
2438,355,18,42,10,659,206,153,1207,4,10,6
2889,21,6,42,2,1460,227,148,2039,1,29,2
3005,242,12,458,115,5354,250,191,962,1,30,2
2929,157,6,339,0,4391,241,148,5808,1,29,2
2434,333,13,426,241,1061,223,172,1019,4,6,3
3106,136,25,124,17,1063,221,85,1041,3,22,2
2307,322,32,175,52,636,188,196,1822,4,10,3
2788,56,11,150,4,2315,218,123,1256,1,12,2
3027,64,15,330,82,2951,207,103,1410,3,32,1
3383,278,11,391,61,3931,242,192,2059,3,38,7
2842,108,14,95,15,977,222,104,218,1,30,5
2805,109,11,180,18,618,228,119,192,1,30,5
2216,57,13,0,0,1140,212,115,469,4,17,4
2803,196,17,376,107,859,252,166,1908,3,4,5
2904,275,18,30,8,5710,241,210,1104,1,29,2
2598,173,32,270,-1,457,236,122,1114,3,4,3
2637,79,22,60,-16,124,194,71,721,1,30,5
2714,24,8,228,15,108,224,144,799,3,11,5
2298,129,21,255,115,1326,222,90,999,4,3,4
2652,133,16,150,0,760,230,110,1865,1,30,2
2168,112,14,30,-8,1574,225,108,162,4,3,4
3305,161,16,446,26,4051,242,133,2012,3,38,7
2733,96,19,127,29,331,210,85,474,1,30,5
3457,179,12,592,121,4090,247,153,3087,3,40,7
2539,86,16,153,70,1065,211,95,912,4,6,3
3004,38,15,120,-4,3542,205,118,2089,1,29,1
2854,13,9,108,17,3778,222,148,6423,1,29,2
2298,356,8,30,6,1245,226,156,1254,4,10,4
2901,328,10,0,0,4914,228,172,1650,1,23,5
2640,206,17,201,22,3087,253,176,1922,3,13,5
2930,319,14,42,0,4790,227,182,1981,1,23,5
3333,324,4,759,38,792,235,165,1233,3,32,7
3025,22,3,400,5,4241,233,153,1358,1,23,2
3264,352,5,382,27,5923,231,158,875,1,22,1
2948,354,17,379,53,911,209,155,1719,3,32,2
2787,114,20,255,54,3019,216,85,1390,3,10,2
2128,321,24,124,31,960,209,193,765,4,10,6
2889,47,23,335,164,1897,184,86,618,3,33,5
3545,56,7,175,52,1492,226,135,1124,2,40,7
2189,113,5,0,0,957,234,138,1338,4,4,4
2825,104,24,366,152,1090,201,62,474,3,24,6
2724,335,11,481,11,1036,225,169,1024,1,12,2
2280,125,35,323,202,661,191,34,242,4,3,4
3114,146,17,150,29,4696,236,119,1250,1,30,1
3252,43,11,570,104,6060,215,126,2011,1,29,2
2833,2,18,85,7,1449,204,147,1048,3,31,5
3380,26,17,531,141,3293,201,123,1961,3,39,7
3026,55,26,570,1,2140,176,68,1989,3,33,1
2740,68,23,210,91,212,187,69,865,1,30,5
2381,95,17,30,9,1047,213,92,1218,4,6,3
2373,336,10,0,0,685,226,168,1507,4,11,4
3281,89,20,212,48,2039,203,77,1358,1,39,7
2858,351,15,60,14,1601,213,158,2659,3,20,2
2856,251,16,60,12,2034,250,204,1273,3,23,5
2875,203,11,467,39,2448,250,169,1968,3,26,5
3492,108,16,547,0,1170,220,98,661,2,40,7
2431,182,9,300,23,268,246,156,973,3,2,3
3146,112,8,95,7,2971,231,128,3492,1,39,1
3312,100,15,108,16,1290,218,99,1369,3,31,1
2914,83,4,124,0,3983,233,143,5512,1,20,2
3013,149,15,339,52,4036,238,126,2501,1,29,2
2702,80,31,0,0,90,170,33,2460,1,30,5
2876,89,21,524,227,541,200,72,1663,1,30,5
3398,108,32,270,79,2334,184,0,918,3,40,7
3435,223,12,782,235,2160,251,182,1022,3,38,7
2164,128,28,108,64,832,209,64,192,4,3,4
2293,39,22,108,48,272,187,98,1661,4,6,3
2174,259,32,95,71,577,238,238,684,4,10,3
2836,217,19,150,74,1716,254,188,1343,3,33,2
2518,166,17,228,58,2106,244,136,192,3,4,3
2827,93,9,0,0,882,227,125,150,1,29,5
2129,159,6,0,0,1195,241,149,1412,4,17,4
2808,178,24,295,53,631,245,141,600,1,30,5
2399,24,12,30,10,1140,214,135,1087,4,6,3
3336,207,2,541,41,957,241,160,1396,3,32,7
2532,20,16,0,0,993,205,131,1571,3,20,6
2841,119,5,716,15,660,235,141,1323,3,11,1
3237,281,15,430,29,1695,240,203,467,3,31,1
2802,345,21,30,12,2312,201,164,819,3,33,5
2307,130,16,511,124,1406,229,107,1044,4,2,4
2925,2,7,127,18,4991,226,154,1760,1,23,5
2605,62,16,192,55,150,205,101,1026,1,12,2
3486,162,26,190,79,4026,236,115,4008,3,33,7
2659,54,15,212,20,1851,207,109,1884,3,4,6
2750,31,8,201,-8,240,222,140,1015,1,30,5
3054,38,8,0,0,3065,222,136,5778,1,20,1
2796,262,21,390,35,1846,245,217,2072,3,17,5
2382,23,7,0,0,218,225,145,395,3,14,6
2242,126,38,201,129,1015,185,23,417,4,3,4
3368,94,3,503,46,1110,234,145,2415,3,32,7
2291,68,32,350,213,616,160,33,277,4,10,4
3349,172,3,120,-5,4601,241,155,4325,3,23,7
2834,0,14,170,20,3505,213,151,5925,1,29,2
2202,321,3,30,2,1358,236,164,743,4,17,4
2710,61,6,170,19,190,227,136,876,3,11,5
3546,328,21,240,52,1766,211,183,2190,2,40,7
2199,340,36,90,44,1387,163,164,1187,4,10,3
2286,4,44,150,89,1543,117,99,973,4,10,3
2798,71,35,60,-27,242,150,18,2343,1,30,5
2862,300,9,0,0,2592,236,182,351,3,23,1
2552,82,37,127,61,1583,150,0,949,3,3,3
2298,359,11,30,0,1140,220,154,1034,4,17,6
2435,3,5,376,89,1230,231,155,752,4,6,6
2632,125,13,470,93,1648,230,116,2081,3,4,3
2730,88,7,0,0,488,228,129,2473,3,17,5
2522,105,7,120,1,595,231,130,5569,1,18,5
2598,345,11,458,37,595,222,163,785,3,11,3
2274,13,31,190,58,607,162,109,997,4,10,6
3755,0,17,1082,309,4983,207,149,3115,3,40,7
3279,321,20,566,176,3549,217,190,3548,3,40,7
2288,31,17,295,130,1403,202,119,834,4,10,4
2710,73,27,175,46,1243,176,50,1154,3,33,2
3078,107,24,594,139,1288,205,67,2202,3,33,2
2873,4,10,150,19,3944,220,151,6347,1,29,2
2787,144,19,379,113,1740,233,111,1041,1,30,5
3327,130,8,815,-45,4628,236,133,1704,1,38,7
3336,0,3,713,41,845,234,156,1282,3,32,7
2445,347,14,120,11,277,217,162,1176,4,11,6
3126,109,18,404,99,4093,217,91,2662,1,30,2
2710,356,11,371,16,902,221,156,1045,1,12,2
3358,353,8,531,19,810,227,158,2280,3,32,7
2374,114,20,67,18,612,215,83,1316,4,1,6
3479,150,20,277,72,3994,235,114,3840,3,33,7
2706,55,15,124,27,134,207,108,1839,1,29,5
3185,90,8,192,13,4618,228,129,1440,1,19,1
2092,21,21,0,0,474,190,119,459,4,14,4
2753,69,28,95,-1,240,172,48,2118,1,30,5
2162,8,23,42,20,1129,187,132,466,4,10,3
2765,18,10,270,98,2871,219,143,6496,1,29,1
3126,133,9,30,3,3181,236,133,3250,1,23,1
3362,64,6,566,40,902,228,136,2431,3,32,7
2171,55,27,330,121,390,172,64,272,4,10,6
2556,166,9,42,-2,1445,243,148,1090,3,17,3
2497,336,14,192,59,1090,220,171,365,4,10,6
2328,125,44,366,228,743,169,0,313,4,3,4
2284,86,18,150,17,218,208,88,957,4,3,6
2323,338,28,42,20,1112,190,173,994,4,10,6
2040,358,24,60,22,509,188,144,547,4,10,4
2765,114,19,301,98,331,217,87,511,1,30,5
3405,282,16,571,66,1556,240,204,871,3,39,7
2481,32,15,150,38,685,207,124,845,3,11,2
3448,45,9,0,0,3037,220,132,2482,1,35,7
2578,190,4,42,1,792,243,159,1323,3,11,3
2936,22,11,201,27,5006,216,138,1825,1,29,5
2878,149,16,95,23,324,238,123,1040,3,33,5
2653,82,13,85,7,2148,217,108,2070,3,10,6
2124,323,26,162,85,458,203,193,661,4,10,6
2866,105,32,242,133,2076,182,30,484,3,13,5
3229,82,5,300,19,4767,231,138,2167,1,22,1
3456,116,22,60,-7,1764,213,78,1813,2,39,7
3129,10,15,216,19,1693,208,141,1945,3,24,1
3307,348,10,576,118,2717,224,161,2230,3,38,7
2520,77,6,150,-3,618,228,134,5540,1,18,5
2244,337,22,150,93,607,204,173,1591,4,10,3
2475,320,14,190,37,390,225,183,1888,4,10,3
3403,176,12,361,95,2082,246,150,618,3,38,7
2280,123,13,85,18,190,230,114,268,4,11,3
2597,186,22,67,8,1390,249,155,297,3,4,3
2287,273,17,30,6,1371,243,208,782,4,10,6
2267,45,23,0,0,95,183,88,981,4,10,4
2553,39,16,180,43,1397,204,116,1442,3,10,6
2492,143,27,127,46,664,223,87,811,3,4,3
3450,101,19,150,19,1635,212,85,1681,2,39,7
2310,127,23,42,19,1357,217,81,849,4,3,3
2258,118,23,85,33,492,212,74,1804,4,3,4
3009,251,16,190,30,5780,249,202,1945,1,22,1
2259,334,28,247,37,716,190,178,966,4,10,6
2715,51,10,150,49,180,219,127,2122,1,29,5
2152,136,31,85,52,859,209,62,212,4,3,4
2426,304,20,90,36,841,225,204,1418,4,10,3
2317,165,18,297,134,1249,243,133,1091,4,6,4
3368,18,11,543,129,3120,217,142,2371,3,32,7
2184,338,13,67,4,1153,222,168,1153,4,4,4
3251,185,11,408,49,2583,248,157,1321,3,33,1
2558,40,22,124,46,1242,185,95,696,3,11,2
2740,41,5,234,60,1565,229,145,2089,3,11,3
2367,122,21,371,170,684,218,85,1657,4,3,4
3392,229,10,67,2,4291,250,181,3645,3,35,7
2947,167,8,451,109,778,243,150,2234,3,33,5
2535,93,16,228,66,1048,214,96,755,4,6,3
3319,175,13,1104,145,2530,247,149,1974,3,31,7
2802,107,14,402,69,3042,223,106,1451,3,2,3
2249,18,22,180,59,1041,188,121,242,4,10,3
2834,188,19,30,9,1148,250,158,2398,3,20,5
3055,37,5,127,1,3823,229,146,524,1,23,1
3166,13,31,242,85,4063,160,109,859,1,29,1
2405,22,19,30,7,993,196,122,1224,3,16,6
2109,293,34,153,56,443,211,232,591,4,10,3
2689,102,30,120,56,120,186,37,787,1,30,5
3292,83,14,570,24,872,214,102,2643,1,22,1
3339,347,20,759,111,2108,203,161,949,3,32,1
2264,109,39,255,160,858,167,0,306,4,3,4
2987,12,28,210,128,537,170,116,3006,3,24,2
3317,2,17,785,150,2563,206,146,2136,3,40,7
2699,66,15,90,24,108,210,105,1639,1,29,5
2233,347,25,306,52,891,191,159,797,4,10,6
3437,61,19,120,-7,3207,198,91,2324,1,35,7
3119,107,10,150,8,210,228,121,5426,2,23,1
3253,35,10,362,26,4436,218,134,2290,1,38,7
2441,217,16,150,15,1902,254,184,67,3,2,3
2420,137,16,0,0,780,233,114,1299,3,4,6
2906,51,23,192,-12,808,184,82,607,3,31,2
2883,126,8,30,3,3895,234,131,3907,1,23,2
2760,80,30,228,106,247,172,37,1992,1,30,5
2886,90,31,270,-13,365,175,32,2110,1,30,5
2604,122,12,295,-13,1781,230,117,1987,3,11,3
3514,36,8,395,21,1418,222,138,942,2,40,7
2814,55,32,330,149,351,155,44,1841,1,29,5
2633,27,8,30,2,67,222,141,690,1,23,2
3126,355,24,573,56,3467,189,148,2976,1,29,2
2646,9,5,365,6,979,230,153,920,3,2,3
3401,299,19,553,187,886,229,205,1218,2,33,1
3110,319,4,30,1,2100,235,166,721,3,23,1
2470,35,21,153,70,927,190,105,1231,3,10,6
2748,0,18,180,15,1643,203,147,1200,3,10,5
2774,59,22,190,81,192,189,80,1302,1,29,5
3045,110,10,192,17,2376,229,120,3056,3,32,2
2720,85,28,150,70,153,180,43,1860,1,30,5
2664,315,22,30,15,1319,215,198,691,3,20,6
3818,0,17,937,42,4418,206,148,2505,3,40,7
2714,66,31,30,-9,108,161,38,2400,1,30,5
3221,35,15,85,14,2340,206,121,1115,1,22,1
2701,18,18,295,-17,2760,199,129,2429,3,10,2
3364,103,16,67,8,4291,219,99,3960,3,33,7
3319,155,19,95,23,2372,238,120,319,3,39,7
2241,337,19,300,157,1224,210,173,618,4,6,3
2382,79,21,108,37,192,196,74,904,4,4,3
2037,126,17,0,0,552,226,103,612,4,17,4
2179,324,14,67,-3,1237,224,180,1068,4,4,3
3246,270,7,360,60,513,242,179,182,2,24,1
3294,129,15,0,0,1050,230,112,1325,2,24,7
3300,252,4,60,5,1291,242,169,1495,3,21,7
2114,65,30,67,19,495,164,43,765,4,10,6
2809,141,22,247,-13,690,228,99,446,1,30,5
2328,106,8,331,104,785,231,130,108,4,6,3
2842,87,28,309,199,324,181,43,1984,1,30,5
2908,162,24,569,242,2316,238,119,1892,3,4,7
2550,47,8,408,47,1050,223,134,1448,3,11,5
2138,23,36,108,71,180,139,78,752,4,10,3
3118,290,15,242,81,417,237,199,1595,2,22,1
2938,183,12,331,92,2214,248,156,1315,3,34,2
2659,80,11,256,12,1777,220,116,1790,3,11,3
2204,62,32,240,140,212,158,39,426,4,1,3
3095,355,8,0,0,3984,226,157,1869,1,23,1
3372,303,7,212,19,1524,237,174,872,3,38,7
2137,140,33,42,24,1060,210,63,408,4,3,4
3006,83,28,190,85,2208,181,46,2636,3,33,1
2471,8,14,162,21,960,210,143,247,4,6,6
2790,45,7,0,0,932,225,138,2527,3,11,5
3198,143,14,437,96,319,236,122,4494,2,22,2
2322,343,11,395,103,721,224,164,437,4,6,3
2454,335,18,108,23,1325,213,174,446,4,10,6
3109,337,6,127,12,1507,231,164,2125,3,23,1
2049,180,7,0,0,957,244,156,454,4,17,4
2388,101,23,391,81,942,203,68,927,4,2,3
3110,298,15,30,3,2274,234,196,3065,1,22,1
3044,18,5,540,10,6453,230,151,3481,1,29,2
3367,73,5,552,28,960,230,139,2403,3,32,7
2358,322,23,300,125,969,211,191,967,4,10,6
2255,40,21,0,0,371,189,99,1749,4,4,4
2292,93,21,323,166,916,204,75,306,4,6,3
3248,145,8,162,-11,3587,239,140,3904,1,38,7
3231,331,18,67,23,1581,215,178,524,1,23,1
2921,333,11,108,12,4996,226,170,1734,1,23,5
2364,91,28,42,14,474,185,46,882,3,4,6
2517,13,27,60,5,1240,173,117,794,3,10,6
2460,76,16,446,119,765,207,94,1441,4,6,6
2661,315,27,240,102,1087,207,202,671,3,33,6
3269,82,14,30,7,3365,214,103,2905,3,39,7
2784,87,31,240,-110,242,173,31,2467,1,30,5
2760,108,23,256,128,270,207,71,658,1,30,5
2935,297,15,256,22,5139,234,197,1691,1,29,5
3372,78,43,285,138,2347,126,0,618,3,39,7
2885,225,15,0,0,870,253,189,698,3,23,1
3229,272,8,153,18,4924,243,182,598,1,23,1
2130,31,15,0,0,1168,206,124,1442,4,17,4
3301,348,10,534,112,2716,223,161,2268,3,38,7
2436,125,12,313,80,859,232,120,1200,4,2,6
3363,44,16,170,4,3624,204,112,2602,1,37,7
3072,151,19,443,152,1350,236,117,3284,1,29,1
2272,347,13,0,0,1205,219,162,671,4,14,4
3168,124,7,313,52,2197,235,136,2971,3,24,1
2371,86,10,0,0,95,224,120,272,3,14,6
2684,39,10,120,13,2122,217,130,1905,3,10,6
2078,6,9,0,0,1182,222,151,457,4,17,4
3258,319,20,301,59,488,218,191,379,2,33,1
2788,124,16,124,34,2005,227,105,828,3,31,5
3380,34,15,598,31,3515,206,121,1652,3,39,7
2985,84,7,430,66,4742,228,131,6266,1,12,2
2922,131,15,30,8,4825,231,112,1806,1,29,5
2566,18,16,85,18,342,205,133,1249,3,10,6
2947,95,22,702,149,3037,200,68,616,3,10,2
2292,75,26,30,10,1323,183,57,837,4,3,4
2434,139,19,319,93,702,230,106,1416,4,1,6
2325,142,23,150,59,700,228,98,730,4,4,3
2419,17,34,120,36,626,149,95,750,3,10,6
2546,58,9,0,0,1230,221,128,2316,3,17,6
2218,307,29,256,146,1383,209,213,708,4,10,3
2246,204,5,0,0,531,244,163,607,4,10,4
2793,191,18,153,-12,1323,251,162,1560,3,4,2
2153,5,15,0,0,1221,210,145,990,4,17,4
2442,145,11,351,86,859,238,132,1207,4,2,6
2664,72,11,351,12,666,219,117,1533,1,12,2
3198,39,15,0,0,1801,205,117,1544,3,31,1
2180,10,30,30,12,1556,166,117,242,4,10,6
2926,85,15,182,32,4698,213,99,1645,1,29,2
3196,144,11,446,94,382,238,131,4696,2,22,2
2079,132,28,60,21,658,213,69,858,4,2,3
3257,335,16,190,31,1828,217,173,417,3,39,7
2651,329,1,457,98,700,237,159,1146,3,2,3
2436,348,30,540,230,1104,176,154,283,4,10,3
2290,127,7,0,0,255,236,136,510,4,11,4
2165,309,19,0,0,1138,224,198,787,4,17,4
2373,118,19,395,176,642,220,92,1698,4,6,4
3244,354,31,60,30,2469,170,144,2810,1,39,1
3000,80,12,258,33,674,219,113,589,1,29,1
2778,129,19,242,-44,706,226,99,420,1,30,5
3132,230,11,313,62,5727,250,184,2394,1,30,2
2696,166,9,190,27,979,243,148,481,3,2,3
3287,270,7,684,126,1302,242,179,1699,2,24,1
2280,108,13,0,0,595,224,109,780,4,4,4
3257,21,7,570,162,5242,226,147,1851,1,29,1
3350,173,10,842,148,3006,245,150,1036,3,38,7
2616,69,27,190,59,2125,177,55,685,3,10,6
2684,153,8,124,-8,1857,241,143,210,3,4,3
2918,283,8,124,4,4742,241,183,1837,1,23,5
2870,53,5,459,58,2287,229,142,1914,1,12,2
2759,45,0,0,0,883,237,156,2249,3,17,5
2481,226,25,450,73,395,254,204,1073,3,4,3
3353,240,8,42,4,4953,247,179,3636,3,38,7
2620,145,16,30,-2,1273,236,119,849,3,2,5
2253,55,8,0,0,1348,224,133,524,4,14,6
2737,117,16,30,9,2513,224,102,6534,1,12,2
2357,135,20,124,24,470,227,98,1358,4,1,6
2250,313,12,0,0,1155,231,182,454,4,10,4
3238,0,8,661,162,454,226,155,1972,3,33,2
2896,232,8,60,11,1650,248,178,1530,3,32,5
2062,199,29,0,0,966,250,170,408,4,17,4
2330,284,22,495,192,648,234,217,1591,4,10,3
2133,339,7,0,0,1328,230,164,674,4,4,4
2111,105,9,0,0,534,229,123,446,4,14,4
2691,50,11,272,5,1053,216,124,1956,1,29,2
2890,315,5,108,0,4306,235,169,5986,1,20,2
2758,173,21,182,52,510,245,138,658,1,30,5
2805,98,11,212,95,313,224,115,1441,1,30,2
2877,118,21,228,26,3159,215,82,4353,1,12,2
2549,201,22,127,45,1036,253,174,1597,3,4,3
2795,117,5,90,7,1976,235,139,1936,3,33,5
3062,328,14,283,53,2650,222,177,845,1,29,1
3295,309,9,212,11,4993,234,180,3095,3,38,7
2750,75,14,390,20,2631,213,104,2155,3,10,2
3264,205,5,890,127,2136,244,164,2173,3,31,1
2541,314,14,323,110,1158,228,186,547,4,6,6
2356,68,25,67,17,849,183,64,1024,4,10,6
3257,24,11,234,57,1437,216,137,376,1,23,1
2053,14,34,390,202,360,150,101,962,4,5,6
2810,116,20,595,181,2714,217,87,1911,3,10,3
2106,300,15,0,0,1320,232,196,918,4,17,4
2355,79,11,0,0,1207,220,117,659,4,16,4
3155,286,20,680,342,1325,235,214,1027,3,24,1
2726,145,6,256,15,900,239,144,2016,1,12,1
2588,81,6,510,19,1190,230,136,4019,1,29,2
2699,18,11,67,16,1608,216,141,3670,1,12,2
3380,183,13,234,78,2109,248,155,743,3,38,7
2046,91,26,30,13,532,189,52,626,4,1,4
2844,85,16,270,79,1698,211,96,1749,3,33,2
3235,3,19,426,98,1155,199,143,5160,2,24,1
2110,106,33,67,38,626,180,26,42,4,3,4
3445,207,3,0,0,3084,242,161,2427,1,35,7
2923,30,9,577,39,1423,220,137,1113,3,32,2
2204,313,29,210,129,1489,205,207,854,4,10,3
2608,27,17,256,10,2627,202,123,2648,3,10,2
2967,124,21,376,222,1973,220,87,722,3,13,5
2922,350,11,0,0,4882,221,160,2419,1,16,1
2385,207,5,459,188,633,245,164,1684,4,6,4
3427,101,26,134,43,1595,194,53,1666,2,39,7
2698,347,9,30,1,1419,225,161,2335,3,17,5
2075,298,16,0,0,1317,233,198,618,4,17,4
2190,78,27,108,48,1396,178,48,285,4,3,3
2610,103,9,190,-1,648,229,125,6177,1,29,5
2133,42,17,0,0,1224,200,110,1401,4,17,4
2992,311,17,242,10,120,226,194,1168,3,19,1
1929,0,33,162,77,134,161,130,661,4,5,6
2702,70,14,362,-20,738,212,106,218,3,10,6
2223,120,35,190,110,999,187,30,391,4,3,4
2113,120,12,0,0,1075,230,118,417,4,3,4
3339,353,9,90,18,2121,224,158,1128,3,39,7
2162,289,9,0,0,1158,239,183,769,4,17,4
3205,11,8,376,36,1523,224,150,2124,2,23,2
2960,33,11,902,162,2685,216,133,700,3,31,2
2300,140,16,268,137,1410,233,114,916,4,3,4
2311,134,20,277,123,1266,226,97,1065,4,6,4
2801,110,9,42,4,713,230,126,108,1,29,5
2406,240,21,330,136,1057,252,209,365,4,10,6
2285,57,18,67,22,1124,200,97,886,4,6,4
2089,142,20,0,0,268,231,106,603,4,14,4
2839,215,14,277,43,2133,252,180,2041,3,26,2
3133,43,12,30,-1,4722,213,124,3021,1,23,1
2690,105,10,30,-5,2632,228,120,2250,1,29,5
2518,327,12,134,35,300,227,175,1570,4,10,6
2359,264,28,190,79,503,239,232,1831,4,4,3
2692,99,27,124,60,153,192,50,659,1,30,5
3377,244,21,1230,378,3715,251,211,2674,3,27,7
2256,323,30,95,60,726,194,195,566,4,10,6
2449,237,12,0,0,1320,250,187,1082,3,16,6
3390,298,14,953,208,4622,234,194,2819,3,38,7
2372,80,22,283,65,968,194,69,942,4,3,3
3289,66,10,127,-9,3013,219,121,1945,3,38,7
3390,33,17,124,31,3536,200,117,2571,1,37,7
2892,194,16,30,-7,3144,251,165,1167,3,13,2
2281,119,19,212,93,1279,220,92,1032,4,3,4
2912,176,11,458,80,693,246,152,1507,3,4,5
2450,6,31,134,49,391,162,120,552,3,10,6
2981,160,8,485,106,4548,242,146,1819,1,12,2
2108,340,12,30,2,1230,223,166,1034,4,17,4
2327,124,25,300,134,957,213,74,1381,4,3,4
2719,72,35,85,53,95,151,18,1530,1,30,5
3328,83,12,134,28,2340,218,110,2682,1,39,7
3261,90,4,67,2,6275,233,143,182,1,22,1
3529,324,15,342,35,1634,223,181,2089,2,40,7
3351,37,7,466,103,713,224,139,1956,3,31,7
2528,164,23,283,70,2126,240,123,190,3,4,3
3216,3,16,323,68,3408,208,146,2598,3,31,1
2123,141,26,42,12,1259,222,86,1142,4,1,4
3074,126,12,150,19,3462,231,118,785,1,29,1
2995,62,15,361,4,6358,208,106,3013,1,29,2
2072,101,35,60,28,342,172,0,323,4,3,4
2872,80,42,175,42,309,131,0,1552,1,30,5
2229,0,7,342,153,553,227,155,192,4,2,3
3497,115,12,451,4,1233,227,114,765,2,40,7
2425,80,16,0,0,674,210,97,1199,4,5,4
2285,106,7,210,23,175,232,132,277,4,10,4
2259,115,14,0,0,1338,226,109,537,4,3,4
3354,167,19,175,35,937,243,135,1142,2,24,7
2327,270,28,408,33,1237,236,232,789,4,6,4
3154,355,11,270,11,5224,221,156,2423,1,29,2
2886,30,8,60,6,6054,223,140,4686,1,29,2
2365,90,14,67,0,426,217,103,765,3,4,3
3128,122,9,331,32,5505,233,129,780,1,29,1
3327,158,18,457,127,2922,240,127,666,3,32,1
2183,121,31,0,0,1316,198,47,977,4,3,4
2174,92,14,0,0,1442,218,105,551,4,14,4
2483,197,12,0,0,1988,250,166,914,3,4,6
2304,246,14,190,104,931,250,196,604,4,6,3
2284,229,24,339,164,1062,253,207,532,4,3,4
2372,329,26,306,175,1328,199,185,837,4,2,3
2805,137,10,60,5,2052,237,132,2285,3,17,5
2059,332,31,42,20,379,185,181,636,4,10,6
2822,225,8,702,59,2135,248,175,1770,3,17,5
2982,2,13,30,7,1142,215,150,648,3,23,2
3175,303,8,192,30,2563,236,178,1020,3,23,1
2532,86,20,268,16,1148,201,77,1120,3,4,3
2751,66,10,390,0,1744,220,122,646,1,12,2
2407,27,6,30,3,1128,226,145,1045,3,10,6
3163,54,31,395,50,752,159,51,1627,1,30,1
2757,57,22,150,64,150,187,80,1262,1,29,5
1989,311,20,150,39,495,221,198,646,4,10,6
3269,227,20,300,62,1426,254,198,2770,3,32,1
2287,243,25,90,34,446,250,217,552,4,10,3
3398,355,10,800,59,1355,222,157,1650,3,38,7
3387,276,10,234,27,4906,242,187,3849,3,38,7
3392,169,10,395,-4,2341,244,148,390,3,38,7
2238,118,24,108,55,1337,210,70,957,4,3,4
2091,355,10,0,0,837,222,157,180,4,3,4
2271,35,25,446,185,543,178,92,541,4,6,3
2871,35,19,190,-21,400,195,110,582,3,22,2
2347,240,19,277,53,892,252,205,484,4,6,4
3294,111,3,0,0,4228,236,145,3776,1,38,7
2670,176,14,240,36,2336,247,149,2357,3,4,5
2239,136,31,85,42,849,210,63,1443,4,3,4
2772,37,11,600,38,210,215,129,870,3,11,5
2830,88,12,212,61,1762,220,110,1786,3,33,5
2919,139,26,162,79,5716,221,84,4414,1,30,2
2781,94,25,283,132,295,194,57,1860,1,30,5
2134,110,9,0,0,955,230,126,607,4,14,4
2212,144,33,150,92,1065,213,68,450,4,3,4
3291,350,18,511,166,3734,208,159,3661,3,40,7
2822,158,19,201,100,3421,239,125,1606,1,12,2
3259,352,20,108,25,4429,202,155,1385,3,39,1
2341,336,10,170,57,1216,226,168,417,4,5,6
2656,327,20,42,12,2226,213,184,2461,3,10,6
2450,44,19,30,10,1136,196,103,769,3,10,6
2732,212,31,108,41,1114,250,191,1756,3,4,5
2067,107,25,234,147,256,200,59,524,4,1,3
3025,36,12,390,65,1315,212,127,2445,1,29,2
2750,41,22,256,71,268,186,95,1972,1,29,5
2474,4,7,60,4,969,227,153,849,3,10,6
3361,204,11,42,2,4351,250,170,3456,3,33,7
2633,262,26,124,43,1273,242,228,1110,3,28,5
2395,149,4,418,108,1075,239,149,1074,4,2,3
3419,96,15,201,22,2329,218,101,3656,1,38,7
2447,184,9,30,1,1839,247,157,170,3,2,6
2162,322,8,0,0,1187,232,172,780,4,17,4
2794,10,16,162,30,895,207,140,601,3,31,2
2567,59,4,0,0,1842,231,143,1939,3,17,6
3244,0,8,812,39,2821,226,155,3763,1,30,1
3391,319,15,872,141,1127,225,185,1972,3,38,7
3190,320,4,300,-4,745,236,165,1032,2,32,2
2960,315,2,0,0,2348,237,162,551,1,20,1
2345,303,20,124,64,1481,225,205,671,4,10,6
2713,6,25,210,81,785,182,132,2135,3,33,2
2572,105,11,30,-5,1433,227,118,1230,3,2,3
3275,222,11,488,48,4248,251,180,2099,1,23,7
2351,62,21,242,74,997,190,80,849,4,10,6
2967,120,21,255,126,5228,217,84,418,1,30,2
3304,353,13,351,81,4455,217,157,2125,3,22,1
2637,119,10,484,20,1664,232,125,2108,3,4,3
2423,262,24,309,199,1190,244,223,900,4,10,3
2995,28,4,658,76,5667,232,150,3905,1,29,2
1888,17,19,127,36,150,196,127,902,4,2,3
2790,9,17,108,17,2363,204,140,2934,1,29,2
2289,251,14,150,27,258,249,197,351,4,10,3
2033,39,20,42,10,514,192,103,564,4,10,4
2223,302,4,0,0,1213,238,169,360,4,17,4
1956,117,12,30,4,60,229,118,350,4,1,3
2198,143,22,0,0,792,230,102,421,4,4,4
3299,92,27,162,29,2398,188,49,2697,1,39,7
2302,48,27,42,18,981,171,71,769,4,6,3
2277,112,24,162,56,552,206,66,1739,4,3,4
3281,354,9,335,38,1387,225,158,1965,2,38,1
2164,294,42,277,142,351,192,238,127,4,10,3
3212,88,5,331,-8,4200,231,137,1148,1,22,1
3476,321,17,1140,338,4308,220,186,2717,3,40,7
3047,113,5,571,82,5474,234,138,6165,1,12,2
3367,92,48,228,94,2160,118,0,765,3,39,7
2949,160,10,391,32,5101,242,142,2730,1,30,2
2604,127,18,192,59,1718,225,98,1772,3,4,3
3355,341,11,418,100,3369,223,166,3320,3,32,7
